,summary,X,label
327,"8/25/1970: Unknown revolutionary leftists tossed a Molotov cocktail into the Police Headquarters in Burlington, Massachusetts, United States.  The only Police Officer on duty, Ronald I. Glejzer, escaped without injury however the building was destroyed.",,0
328,"8/27/1970: Unknown perpetrators placed an incendiary device connected to a detonator on the window ledge of a kitchen within the John F. Kennedy School of Government at Harvard University in Cambridge, Massachusetts, United States.  The device was discovered and subsequently disarmed.",,0
329,"8/28/1970: Two explosive charges were set off at the G. W. Bullick School in Rocky Mount, North Carolina, United States.  The school was scheduled to be integrated.  There were no casualties in the attack and the school sustained minor damage.",,1
330,"8/28/1970: Unknown perpetrators firebombed the National Guard Armory in Walnut Creek, California, United States.  There were no casualties and it is unknown if the armory was damaged.",,0
331,"8/28/1970: Unknown perpetrators firebombed a municipal court building in Walnut Creek, California, United States.  There were no casualties and it is unknown if the building was damaged.",,0
332,"8/29/1970:  Unknown perpetrators placed a bomb in front of the California Highway Patrol office in Santa Fe Springs, California, United States.  The bomb was discovered and subsequently disarmed.",,1
333,"8/30/1970: Unknown perpetrators threw a Molotov cocktail through the window of the R.O.T.C. building at the University of Georgia in Athens, United States.  The resulting fire was put out almost immediately by the sprinkler system, however, one classroom sustained minor water damage.",,0
334,"9/2/1970: Unknown perpetrators, stationed in a car, threw a bomb into an unoccupied police vehicle that was located in a predominantly African American neighborhood in San Francisco, California, United States.  There were no casualties but the car was extensively damaged.",,0
335,"9/2/1970: In a series of two incidents that were possibly part of a multiple attack, unknown perpetrators detonated a bomb at the Ford Motor Company's plant in Milpitas, California, United States.  There were no casualties but windows in the front lobby were shattered.",,0
336,"9/3/1970: In a series of two incidents that were possibly part of a multiple attack, unknown perpetrator detonated a bomb at the General Motors Company's plant in Fremont, California, United States.  There were no casualties but a total of twenty-seven windows were shattered.",,0
337,"9/3/1970: Unknown perpetrators placed three large homemade bombs near the statue of Edward Hull Crump at Overton Park in Memphis, Tennessee, United States.  The bombs were discovered and subsequently removed by the police.",,1
338,"9/4/1970: Suspected revolutionary leftists attempted to bomb the Lakeside Laboratories in Milwaukee, Wisconsin, United States.  The main charge of the bomb failed to detonate.  This incident was believed to be linked to the many bombings in the Milwaukee area during this time period.",,0
339,"9/4/1970: Unknown perpetrators threw a bomb at the Orange County Courthouse in Santa Ana, California, United States.  The device failed to explode.",,0
340,"9/5/1970: Don Clayton McMain threw a hand grenade simulator into the DeWitt Police Station in DeWitt, Iowa, United States.  Two police officers were injured and the building sustained minor damages.",,1
341,"9/5/1970: Unknown perpetrators bombed a restroom adjacent to District Attorney's Evelle J. Younger office at the Hall of Justice in Los Angeles, California, United States.  The Hall of Justice was the site where Charles Manson and three others were on trail for murdering Sharon Tate, Leno LaBianca, and Rosemary LaBianca.  There were no casualties, however the building sustained an estimate $10,000 in damages.",,0
342,"9/6/1970: Ernest J. King failed in his attempts to bomb a garage of the Fitchburg Police Station in Fitchburg, Massachusetts, United States.  He was arrested a week later.",,1
343,"9/9/1970: Unknown perpetrators failed in their attempts to firebomb the offices of the Kaleidoscope in Madison, Wisconsin, United States.  The Kaleidoscope was an underground newspaper that sympathized with the New Years Gang.",,1
344,"9/10/1970: Unknown perpetrators firebombed the R.O.T.C. building at the University of Florida in Gainesville, Florida, United States.  There were no casualties but the resulting fire caused $2,000 in damages.",,0
345,"9/18/1970: Police Officer William Albert Miscannon was sitting in his police car in Toledo, Ohio, United States, near the headquarters of the Black Panther Party, when an unknown perpetrator walked up to his car and shot the officer three times.  Officer Miscannon was killed and his partner Officer Walter Shaw, who was also sitting in the car, was treated for shock.",,0
346,"10/1/1970: Unknown perpetrators firebombed the campaign headquarters of Parren Mitchell in Baltimore, Maryland, United States.  Mitchell was running in a contentious campaign, attempting to become the first African American Congressman from the state of Maryland.  The were no casualties and the resulting fire caused only minor damages.",,0
347,"10/2/1970: Unknown perpetrators bombed Prince Lucien Campbell Hall at the University of Oregon in Eugene, United States.  There were no casualties but the building sustained $50,000 in damages.",,1
348,"10/2/1970: Four teenagers, who were members of a Neo-Nazi group, threw four Molotov cocktails and dropped metal grates down a seventy-five foot shaft at a Sewage Pumping Station in Anne Arundel, Maryland, United States.  There were no casualties, but the station sustained $2,000 in damages.  The perpetrators attempted to provoke a racial conflict hoping that the incident would be blamed on African Americans.",,1
349,"10/5/1970: Unknown perpetrators bombed the student union at Bluefield State College in Bluefield, West Virginia, United States.  There were no casualties but the building sustained $15,000 in damages.",,0
350,"10/9/1970: A splinter group of Ku Klux Klan claimed credit for blowing up a transmitter of radio station KPFT in Houston, Texas, United States.  KPFT radio gave a platform for people with Communist views.  There were no casualties but the station was knocked of the air.",,1
351,"10/10/1970:  The Weathermen bombed a courthouse in the Long Island City section of Queens, New York, United States.  There were no casualties but the building sustained $50,000 in damages.",,0
352,"10/15/1970: Unknown perpetrators bombed a Police Storefront Center in Kansas City, Missouri, United States.  The Storefront Center was an experimental program focusing on improving relations between police and the African American community of Kansas City.  The building was damaged and Officers Kenneth Fleming and Charles Robinson were injured.",,0
353,"10/20/1970: Black militants set fire to the Veterans of Foreign Wars Building in Cairo, Illinois, United States.  Firefighters were shot at by sniper fire coming from the nearby Pyramid Courts Housing Project and could not begin to put out the fire until the police secured the premises.  There were no casualties but the building was destroyed at a cost of an estimated $60,000.",,0
354,"10/21/1970: Snipers positioned in and around the Pyramid Court Housing Project, armed with automatic weapons, fired on police headquarters in Cairo, Illinois, United States.  Police fired back in an exchanged that last three hours.  There were no casualties but the police station was hit by hundreds of bullets.",,1
355,"10/24/1970: Black militants ignited a fire in a White owned grocery store across the street from the Pyramid Courts Housing Project in Cairo, Illinois, United States.  Due to sniper fire, firefighters were unable to get close to the building.  There were no casualties but the store burnt down.",,0
356,"10/24/1970: Fifteen to eighteen Black militants, dressed in military fatigues and armed with rifles, opened fire on police headquarters in Cairo, Illinois, United States, three separate times during a six hour period.  Police were able to repel each of the three attacks.  One Black militant was injured and one bystander was hit by a stray bullet.  Buildings in the surrounding area were also damaged by bullets.  In response to this attack, the mayor claimed that there was an ""open armed insurrection"" taking place in Cairo.",,0
357,"10/25/1970: Unknown perpetrators sent a mail bomb that exploded at the main post office in Washington D.C., United States.  The bomb caused no damage to the building, but one person was injured.  Minutes after the explosion, an anonymous phone caller told the post office, apparently unaware that the bomb already detonated, to evacuate the building because there was a bomb.  Authorities were unable to determine who the mailbomb was intended for.",,0
358,"10/28/1970: Unknown perpetrators threw five firebombs at the Martin County Courthouse in Stuart, Florida, United States.  Two of the bombs landed inside the building and three of the bombs landed outside the building.  There were no casualties and the building sustained less than $500 in damages.",,0
359,"10/28/1970: Suspected revolutionary leftists bombed a police car parked at the Whitefish Bay Police Station in Whitefish Bay, Wisconsin, United States.  The blast was coordinated to go off during the middle of a shift change, however there were no casualties.  Two police cars were damaged in the attack.  This incident was believed to be linked to the many bombings in the Milwaukee, Wisconsin area during this time period.",,0
360,"10/29/1970: Two unknown perpetrators threw two Molotov cocktails into the El Toro Marine Corps Air Station in El Toro, California, United States.  The firebombs landed in the motor pool area but caused no damage.",,0
361,"10/30/1970: In a series of three related incidents, unknown perpetrators bombed the United States Naval Militia Armory in Queens, New York, United States.  Minutes before the blast, an anonymous caller stated that a bomb was set to go off in the armory in five minutes.  There were no casualties but the building and surrounding area sustained around $7,500 in damages.",,1
362,"10/30/1970: In a series of three related incidents, unknown perpetrators bombed the Police Motorcycle Headquarters in the Bronx, New York, United States.  There were no casualties but two holes were blown into the ceiling of the facility and a window was shattered.",,0
363,"10/30/1970: In a series of three related incidents, unknown perpetrators bombed the Army Reserve Center in Queens, New York, United States.  There were no casualties but a hole was torn into the building.",,0
364,"10/30/1970: On a day of multiple bombings in New York City, postman Anthony Muranelli discovered two apparent homemade bombs in a bag lying against a tree stump in the Bronx, New York, United States.  He turned the bombs over to the police and they were subsequently disarmed.",,1
365,"11/1/1970: African American Ronald Mitchell was killed in a drive-by shooting by suspected White Racists in New Castle, Pennsylvania, United States.  His death sparked violent race riots throughout the city.",,1
366,"11/1/1970: Unknown perpetrators firebombed a Navy R.O.T.C. vehicle at the University of Michigan in Ann Arbor, Michigan, United States.  There were no casualties and it is unknown if the vehicle was damaged.",,0
367,"11/7/1970: Unknown perpetrators set fire to the Cairo Lumber Company in Cairo, Illinois, United States.  There were no casualties but the fire caused an estimated $100,000 in damages.  The lumber yard was owned by Robert Cunningham, the former leader of a White vigilante group.",,1
368,"11/7/1970: Unknown perpetrators ignited a fire in the Air Force Library located within the University of Minnesota Armory in Minneapolis, Minnesota, United States.  There were no casualties and the damages amounted to only $500.",,0
369,"11/8/1970: Shortly after a lumber yard owned by Robert Cunningham, a former leader of a White vigilante group in Cairo, Illinois, United States, was set on fire, Wiley Anderson, an African American, was shot four times as he was walking in the Pyramid Court Housing Projects in Cairo.  Leaders of Cairo's African American community believed that Anderson was shot by White snipers firing indiscriminately into the predominantly Black housing projects.  Anderson died from his wounds two weeks later.",,1
370,"11/12/1970: An unknown perpetrator, described as long-haired and bearded, threw three firebombs at the West Side Selective Service office in Chicago, Illinois, United States.  There were no casualties but one of the firebombs smashed through the window causing minor damage to the building.",,0
371,"11/15/1970: Police Officers John B. Horton and George A. Gatchel were beat up by African Americans in St. Petersburg, Florida, United States.  A car driving erratically was used to lure a police patrol car to a parking lot.  When Officers Horton and Gatchel got out of their car, two vehicles filled with ten to fifteen people sped into the lot.  Armed with rocks, bottles, plywood, and sticks the men got out of the car and injured both police officers.  The St. Petersburg Chief of Police  believed that the perpetrators were inspired by the many assaults on policemen by ""revolutionary extremists"" throughout the United States.",,0
372,"11/18/1970: Self-proclaimed White Revolutionaries threw a firebomb at Officer Bill Detterline's parked police vehicle at his house in St. Petersburg, Florida, United States.  There were no casualties but the police cruiser was destroyed.  The perpetrators left a note saying that they were showing support for their ""Black brothers"" in their struggles against the police and that ""a revolution has started in the sunshine city."" Three days earlier, a group of African Americans attacked two St. Petersburg police officers.",,1
373,"11/21/1970: Unknown perpetrators bombed a replica of the Liberty Bell that was located behind City Hall in Portland, Oregon, United States.  The blast destroyed the bell, damaged the front doors of City Hall, and shattered windows of buildings in the surrounding area.  A janitor was also injured by flying debris.",,0
374,"11/21/1970: Unknown perpetrators threw a bomb into the house of L. D. Turner, the chief of security of a TNT manufacturer roiled in a labor dispute.  There were no casualties but Turner's house in Chattanooga, Tennessee, United States sustained extensive damage.",,0
375,"11/22/1970: John Allen Brown placed a high explosive bomb within the vicinity of the Shore Acre-Snell Isle area of St. Petersburg, Florida, United States.  The bomb failed to explode due to a timing malfunction.  Police believed that Brown might have bombed a police car in St. Petersburg four days earlier.",,1
376,"11/25/1970: An unknown perpetrator placed a bomb in the men's restroom of the gymnasium at the University of California, Berkeley, United States.  The bomb was discovered by a custodian and subsequently disarmed by a military bomb squad.",,1
377,"11/25/1970: Two days after the Armed Commandos of Liberation bombed the Consulate of the Dominican Republic, unknown perpetrators placed a bomb in the R.O.T.C. building of the University of Puerto Rico in San Juan, Puerto Rico.  The fragmentation device was discovered and removed thirty minutes before it was set to detonate.",,1
378,"12/1/1970: Unknown perpetrators bombed Johnson Hall at the University of Oregon in Eugene, Oregon, United States.  There were no casualties but the bomb caused $9,000 in damages.",,1
379,"12/14/1970: Suspected members of the Armed Revolutionary Independence Movement (MIRA) firebombed the Headquarters of the Antipoverty Agency in Bridgeport, Connecticut, United States.  There were no casualties but records involving the Spanish community and food intended for charity were destroyed.",,1
380,"12/15/1970: Unknown perpetrators firebombed three offices of the Army R.O.T.C. at the University of Connecticut in Storrs, Connecticut, United States.  There were no casualties and the damages to the offices were modest.  Some military records were lost.",,0
381,"12/16/1970: Unknown perpetrators threw two firebombs through the front window of a Selective Service office in Hollywood, Florida, United States.  There were no casualties and the building sustained only minor damage.",,0
382,"12/18/1970: Unknown perpetrators bombed a building that housed the draft board in San Mateo, California, United States.  There were no casualties and it is unknown if the building was damaged.",,1
383,"12/22/1970: A revolutionary leftist bombed National Guard trucks stationed at the Whitefish Bay Armory in Whitefish Bay, Wisconsin, United States.  One truck was damaged but the resulting fire was extinguished before it had a chance to spread to the thirty other vehicles parked at the lot.  There were many other bombings in the Milwaukee, Wisconsin area during this time period.",,0
384,"12/27/1970:  James Palmer Brewer and Randy Gerald Davis placed a bomb wrapped in a paper bag in front of the Army Recruiting Station in College Park, Georgia, United States.  A janitor was injured picking up the bomb and glass windows and doors were shattered.",,1
385,"12/31/1970: Unknown perpetrators bombed the municipal court building in El Monte, California, United States.  There were no casualties but a door of the building was destroyed and twelve windows were shattered.",,0
386,"1/1/1971: The Mount Gilead, North Carolina, United States garage of William Chambers, the father of civil rights attorney Julius Chambers, was suspected to have been destroyed by arson.  There were no casualties  but the damages to building were estimated to be $11,000.",,1
387,"1/5/1970: Unknown perpetrators threw a firebomb into an R.O.T.C. office at Claremont Men's College in Claremont, California, United States.  There were no casualties but the building sustained an estimated $1,000 in damages.",,0
388,"1/5/1971:  Unknown perpetrators bombed a military induction center in Oxnard, California, United States.  There were no casualties and it is unknown if the center sustained damages.",,1
389,"1/6/1971: Unknown perpetrators threw a firebomb into the Camp Fire Girls Headquarters in Pomona, California, United States.  There were no casualties, however, the building was destroyed causing an estimated $50,000 in damages.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",,1
390,"1/9/1971: Unknown perpetrators set a fire in the cafeteria at Garey High School in Pomona, California, United States.  There were no casualties but the fire caused an estimated $15,000 in damages.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",,1
391,"1/9/1971:  Unknown perpetrators set a fire in the cafeteria at Hamilton Elementary School in Pomona, California, United States.  There were no casualties and only minor damages were reported.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",,1
392,"1/11/1971: Unknown perpetrators set a fire in the cafeteria at Hamilton Elementary School in Pomona, California, United States.  There were no injuries or fatalities and only minor damages were reported.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",,1
393,"1/12/1971: Unknown perpetrators threw a Molotov cocktail through the front window of the Palos Verdes Peninsula Chamber of Commerce office in Rolling Hills Estates, California, United States.  There were no casualties but damage to the chamber of commerce and two businesses housed in the same facility amounted to an estimated $12,000.",,0
394,"1/15/1971: In a series of related incidents, an unknown perpetrator bombed a Marine Recruiting Station located in the National Bronx Bank Building in the Bronx, New York, United States.  Two people were injured and the bomb caused minor damage.",,1
395,"1/15/1971: In a series of related incidents, unknown perpetrators bombed an Air Force Recruiting Station in Manhattan, New York, United States.  There were no casualties and the bomb caused minor damage.",,1
396,"1/19/1971: Unknown perpetrators bombed a Housing Authority Police Station in San Francisco, California, United States.  There were no casualties but about thirty windows were shattered and power and communication lines were knocked out.",,0
397,"1/19/1971: Unknown perpetrators placed a time bomb adjacent to military recruiting offices housed in the old federal building at the San Francisco Civic Center in California, United States.  The bomb was discovered and defused.",,1
398,"1/19/1971: Unknown perpetrators firebombed the home of James Ford in Cleveland, Ohio, United States.  There were no casualties but Ford's home sustained $15,000 in damages.  Ford was an administrator at the Cuyahoga Metropolitan Housing Authority.  At the time, dissident employees of the organization were on strike.",,0
399,"1/24/1971: At around 8:00 AM, a member of the Black Liberation Army flagged down a police officer driving his radio car in Manhattan, New York, United States.  When the cop pulled over, the perpetrator began stabbing the officer with a knife.  The officer then shot and killed the assailant.  That morning, the New York Times received two anonymous calls stating that a New York policeman would be killed at 8:00 AM unless the BLA received $100,000.",,0
400,"1/26/1971: Unknown perpetrators bombed the boiler room located at the north campus of Twin Lakes High School in West Palm Beach, Florida, United States.  The explosion caused $10,000 in damages to the heating system.  Twin Lakes High School was the scene of intense racial conflict.",,0
401,"2/4/1971: The Charlotte, North Carolina, United States law offices of civil rights attorney Julius Chambers were destroyed by arson.  There were no casualties in the attack.",,0
402,"2/9/1971: Unknown perpetrators placed a bomb underneath the car of Thomas H. Abbott, the principal of Twin Lakes High School in West Palm Beach, Florida, United States.  The bomb failed to explode because the timing device of the weapon malfunctioned.  Twin Lakes High School was the scene of intense racial conflict.",,1
403,"2/10/1971: Charles Lawrence, a member of a Neo-Nazi group, placed a dynamite bomb at the home of Ben Maidenburg in Akron, Ohio, United States.  Maidenburg was the publisher of the Akron Beacon Journal.  The bomb was discovered and subsequently removed.",,1
404,"2/13/1971: James Palmer Brewer and Randy Gerald Davis bombed the Armed Forces Induction Center in Atlanta, Georgia, United States.  There were no casualties but the blast shattered hundreds of windows.",,1
405,"2/14/1971: Five anti-war protesters broke into the Bucks County Selective Service office in Bristol, Pennsylvania, United States.  The perpetrators set fire to draft records and ransacked the office.  The interior of the office was heavily damaged and around half of the files were destroyed.",,0
406,"2/16/1971: In a series of related incidents, Puerto Rican nationalists bombed El San Juan Hotel in San Juan, Puerto Rico.  There were no casualties but the hotel sustained $5,500 in damages.",,1
407,"2/16/1971: In a series of related incidents, Puerto Rican nationalists bombed the Americana in San Juan, Puerto Rico.  There were no casualties but the hotel sustained $5,000 in damages.",,0
408,"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed a pipe bomb at the United States Coast Guard radio beacon tower in San Juan, Puerto Rico.  The bomb was discovered and deactivated two hours before it was set to detonate.",,1
409,"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed three Molotov cocktails in an office building housing American owned businesses in San Juan, Puerto Rico.  The firebombs were discovered unignited and subsequently removed.",,0
410,"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed an incendiary device in the Franklin's Store in Rio Piedras, Puerto Rico.  The firebomb were discovered unignited and subsequently removed.",,0
411,"2/20/1971: Miami Police Officer Victor Butler Jr. was ambushed by suspected members of the Black Afro-militant Movement (BAMM) in Miami, Florida, United States.  The bullets struck him in the chest and back and he died instantly.  BAMM members John Lane and John Murray Johnson were indicted of the murder but the charges were dropped when the police witness, and fellow BAMM member Jan Thurston, recanted his confession.  Police eventually indicted Thurston for the murder but charges against him were also dropped because a judged ruled that he was questioned without probable cause.",,0
412,"2/22/1970:  A realty office in Los Angeles, California, United States was bombed by the Chicano Liberation Front.  Apparently the office was mistakenly thought to be owned by a critic of militant Chicanos.  There were no casualties.",,0
413,"2/26/1971: Unknown perpetrators set fire to the R.O.T.C. building at the University of Hawaii, in Honolulu, United States.  There were no casualties but the building sustained $70,000 in damages.",,0
414,"2/27/1971: Unknown perpetrators placed a bomb in a Selective Service office in Rio Piedras, Puerto Rico.  It is unknown if the bomb detonated.",,1
415,"3/5/1971: Unknown perpetrators set a travel industry management school building on fire at the University of Hawaii in Honolulu, United States.  There were no casualties but the building sustained an estimated $7,500 in damages.",,0
416,"3/6/1971: In a series of related events, unknown perpetrators firebombed the predominantly Black Mount Orange Baptist Church in Texarkana, Texas, United States.  There were no casualties but the Church was completely destroyed.",,1
417,"3/6/1971: In a series of related events, unknown perpetrators firebombed the predominantly Black St. Paul's Baptist Church in Texarkana, Texas, United States.  There were no casualties but the Church was completely destroyed.",,0
418,"3/7/1971: In a series of related events, unknown perpetrators attempted to firebomb the predominantly Black New Town Church in Texarkana, Texas, United States.  The firebomb malfunctioned and the church sustained no damages.",,0
419,"3/7/1971: In a series of related events, unknown perpetrators firebombed the predominantly Black Holy Chapel church in Texarkana, Texas, United States.  There were no casualties and the church sustained minor damages.",,0
420,"3/11/1973: Members of the Ku Klux Klan were suspected of bombing the Socialist Worker Party headquarters in Houston, Texas, United States.  There were no casualties but the building sustained around $2,500 in damages.",,1
421,"3/12/1971: Unknown perpetrators bombed the Portland Police Community Relations Center in Portland, Oregon, United States.  There were no casualties but the building sustained $10,000 in damages.",,0
422,"3/15/1971: Unknown perpetrators firebombed a draft board office in San Mateo, California, United States.  There were no casualties and it is unknown if the office was damaged.",,1
423,"3/17/1971: Unknown perpetrators set fire to a classroom used by the Air Force R.O.T.C. at Cornell University in Ithaca, New York, United States.  There were no casualties and the fire caused only minor damage.",,0
424,"3/18/1971: Unknown perpetrators bombed an Army Recruiting office in Jacksonville, Florida, United States.  There were no casualties and it is unknown if the office was damaged.",,1
425,"3/19/1971: Suspected members of the Armed Revolutionary Independence Movement (MIRA) set off three incendiaries at the B. Altman Department Store in Manhattan, New York, United States.  There were no casualties and the store sustained $50 in damages.",,0
426,"3/21/1971: Unknown perpetrators threw a Molotov cocktail into the Dean's office at the Fletcher School of Law and Diplomacy at Tufts University in Medford, Massachusetts, United States.  There were no casualties but the office of the Dean and an adjoining office were destroyed and two other offices were damaged.  Total damages amounted to $75,000.",,0
427,"3/23/1971: Unknown perpetrators detonated two small bombs at in the Center Building at Wayne State University in Detroit, Michigan, United States.  There were no casualties but the buildings sustained around $4,000 in damages.",,0
428,"3/23/1971: Unknown perpetrators firebombed the Mountclef Bank of America branch on the campus of California Lutheran College in Thousand Oaks, California, United States.  There were no casualties but the building sustained an estimated $20,000 in damages.",,0
429,"3/30/1971: The Jewish Defense League is suspected of planting a pipe bomb in front of a building that housed the headquarters of the Communist Party USA in Manhattan, New York, United States.  There were no casualties but the front door of the building was damaged and windows at surrounding buildings were shattered.",,1
430,"3/31/1971: Unknown perpetrators firebombed a Military Recruiting Station in Denver, Colorado, United States.   There were no casualties and it is unknown if the center sustained any damages.",,0
431,"4/2/1971: Police Officers Leonard A. Christiansen and Paul C. Teel were ambushed while on duty in Riverside, California, United States.  The officers, responding to a fake burglary call, were shot and killed as they got out of their car.  Police believed that the attack was carried out by three Black militants.",,0
432,"4/3/1971: Dr. R. Wiley Brownlee, high school principle and promoter of racial coexistence was struck down and kidnapped by members of the Ku Klux Klan in Ypsilanti, Michigan, United States.  Dr. Brownlee was released later in the night but not before he was tarred and feathered.",,1
433,"4/3/1971: Unknown perpetrators mistakenly threw two Molotov cocktails into an office next door to the Worth County Selective Service office in Sylvester, Georgia, United States.  There were no casualties but the firebomb caused $8,000 in damage.",,1
434,"4/5/1971: Unknown perpetrators bombed the Bank of America branch in Ben Lomond, California, United States.  There were no casualties but the building sustained minor damages.",,0
435,"4/5/1971: In a series of related attacks, unknown perpetrators firebombed a pharmacy and cafeteria that was owned by a member of the Puerto Rican Independence movement in San Juan, Puerto Rico.  There were no casualties but the property sustained more than $100,000 in damages.",,1
436,"4/5/1971: In a series of related attacks, unknown perpetrators firebombed a bookstore that was owned by a member of the Puerto Rican Independence movement in San Juan, Puerto Rico.  There were no casualties but the building sustained heavy damage.",,1
437,"4/8/1971: The Fresno County Courthouse was bombed in Fresno, California, United States.  There were no casualties and the building sustained only minor damage.  Authorities were unsure who committed the attack, but minutes after the explosion, police received a phone call stating that ""there's a bomb at the Chicano Liberation Front.""",,1
438,"4/14/1971: Two unknown perpetrators threw three Molotov cocktails at the Campus Police Headquarters of Stanford University in Palo Alto, California, United States.  Only one of the three firebombs exploded causing little damage.",,0
439,"4/14/1971: Puerto Rican nationalists placed a bomb at the Caribe Hilton Hotel in San Juan, Puerto Rico.  The bomb was discovered and subsequently dismantled.",,1
440,"4/15/1971: Unknown perpetrators bombed a Selective Service office in Los Angeles, California, United States.  There were no casualties and it is unknown if the office was damaged.",,1
441,"4/19/1971: The Armed Commandos of Liberation claimed responsibility for detonating two bombs in American owned businesses at the El Comandante Shopping Center in San Juan, Puerto Rico.  The bombs caused extensive damage and three people were injured by flying glass.",,0
442,"4/20/1971: Unknown perpetrators bombed the Fresno Armed Forces Examining and Induction Center in Fresno, California, United States.  There were no casualties but the exterior of the building sustained minor damage.",,0
443,"4/20/1971: For the second time in six weeks, unknown perpetrators bombed a Bank of America branch in Berkeley, California, United States.  There were no casualties but windows were shattered at the bank and at a business across the street.",,0
444,"4/20/1971: Unknown perpetrators firebombed a Selective Service office in Richfield, Minnesota, United States.  There were no casualties and it is unknown if the office was damaged.",,0
445,"4/23/1971: Suspected revolutionary leftists firebombed two delivery trucks parked outside of the main post office in Los Gatos, California, United States.  There were no casualties but the trucks were damaged.",,0
446,"4/23/1971: A suspected member of the Weathermen bombed a Bank of America branch in Mill Valley, California, United States for the second time in a month.  There were no casualties but the night depositary box was damaged and a window was shattered.",,0
447,"4/23/1971: Unknown perpetrators shot two electrical transformers that provided power to Stanford University in Palo Alto, California, United States.  There were no casualties but the transformers were damaged.",,0
448,"4/24/1971: There was a suspected bombing of the Army National Guard Armory in Youngstown, Ohio, United States.  There were no casualties and it is unknown if the building sustained any damages.",,0
449,"4/25/1971: In a series of related incidents, unknown perpetrators threw a Molotov cocktail into Bauer Hall at Claremont Men's College in Claremont, California, United States.  R.O.T.C. classes were taught in the building.  The firebomb caused only slight damage.",,0
450,"4/25/1971: In a series of related incidents, unknown perpetrators threw a Molotov cocktail into Sumner Hall at Pomona College in Claremont, California, United States.  The firebomb caused only slight damage to the building.",,0
451,"4/26/1971: Unknown perpetrators firebombed the President's office of Harvey Mudd College in Claremont, California, United.  There were no casualties and it not known if the office was damaged in the incident.",,0
452,"4/27/1971: A bomb detonated in a men's restroom at Tamalpais High School in Mill Valley, California, United States. There were no casualties but the restroom was damaged. Two days after the bombing, Bruce Paul Lohmann, a student at the school, was arrested and admitted carrying out this attack as well as two other recent bombings at banks in the area.",,1
453,"4/27/1971: Unknown perpetrators bombed Julien's Furniture Store in Los Angeles, California, United States.  There were no casualties but the store was damaged.",,0
454,"4/28/1971: Unknown perpetrators detonated a pipe bomb outside of the Bank of America branch at the Kaiser Center in Oakland, California, United States.  There were no casualties but the building sustained an estimated $8,500 in damages.",,0
455,"4/28/1971: Suspected members of the Chicano Liberation Front bombed a Lincoln Heights Bank of America branch in Los Angeles, California, United States.  There were no casualties but the bank was damaged.",,0
456,"4/29/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front bombed a Safeway in Los Angeles, California, United States.  There were no casualties but a hole was torn into the roof of the building.",,0
457,"4/29/1971: In a series of two incidents that might have been part of a multiple attack, suspected members of the Chicano Liberation Front bombed a Bank of America branch in Los Angeles, California, United States.  There were no casualties but the building sustained $1,600 in damages.",,0
458,"4/29/1971: Suspected revolutionary leftists set fire to ten trucks belonging to the Pacific Gas and Electric Company in Los Gatos, California, United States.  All ten trucks were destroyed.",,0
459,"4/29/1971: Christopher Brian Cowsar went to the Air Force Recruiting Station in Berkeley, California, United States and stabbed Air Force Sergeant Rogers S. Mobley to death.  During the incident Cowsar screamed, ""he's sending people to Vietnam.  He's got to die.""",,0
460,"4/30/1971: Unknown perpetrators broke into the National Guard Armory in San Jose, California, United States and set fire to trucks stationed in the parking lot.  Three vehicles were destroyed, three vehicles were heavily damaged, and one trailer was slightly damaged.  Total losses were estimated at $20,000.",,0
461,"4/30/1971: Unknown perpetrators failed in their attempts to bomb the Selective Service office in Braintree, Massachusetts, United States.",,1
462,"5/4/1971: Unknown perpetrators attempted to firebomb an Air Force Recruiting Station in Chico, California, United States.  However, the bomb fizzled out before it was able to ignite.",,0
463,"5/4/1971: Unknown perpetrators bombed the transmission towers of the KMAK radio station in Fresno, California, United States.  A junction box was damaged and the station was temporarily knocked off the air.",,0
464,"5/4/1971: Two radical leftists failed in their attempts to firebomb a Bank of America branch in San Bruno, California, United States.",,0
465,"5/5/1971: Unknown perpetrators threw a firebomb at the American Opinion Bookstore in Chico, California, United States.  The firebomb failed to break through the window of the store but scorched the outside wall of the building.",,0
466,"5/5/1971: Unknown perpetrators threw three firebombs into the Old Main building at Arizona State University in Tempe, United States.  The fires were extinguished before any damage was inflicted on the building.",,0
467,"5/5/1971: Unknown perpetrators firebombed a Selective Service office that was located in a Federal building in Kansas City, Kansas, United States.  There were no casualties and it is not known if the building sustained any damages.",,0
468,"5/5/1971: Unknown perpetrators placed a pipe bomb on a street in the vicinity the campus of the University of California, Riverside, United States.  The bomb was discovered and subsequently removed.",,0
469,"5/6/1971: Unknown perpetrators bombed an unmanned Pacific Gas & Electric Company substation in the vicinity of San Jose, California, United States.  A power generator was knocked out and electric service was temporarily stopped to Los Altos, Lost Gatos, Davenport, and Big Basin.",,0
